,Day,Month,PM10_mask,PM2.5,Retrospective,UTC Hour,Year
3286,22,7,0.00,8.9,0,15,2016
3287,22,7,0.00,6.2,0,17,2016
3288,22,7,0.00,7.9,0,18,2016
3289,22,7,0.00,7.4,0,19,2016
3290,22,7,0.00,12.6,0,20,2016
3291,22,7,0.00,14.7,0,21,2016
3292,22,7,0.00,11.5,0,22,2016
3293,22,7,0.00,10.6,0,23,2016
3294,23,7,0.00,9.2,0,0,2016
3295,23,7,0.00,11.0,0,1,2016
3296,23,7,0.00,9.4,0,2,2016
3297,23,7,0.00,8.3,0,3,2016
3298,23,7,0.00,9.6,0,4,2016
3299,23,7,0.00,11.5,0,5,2016
3300,23,7,0.00,12.6,0,6,2016
3301,23,7,0.00,13.0,0,7,2016
3302,23,7,0.00,14.5,0,8,2016
3303,23,7,0.00,13.8,0,9,2016
3304,23,7,0.00,11.8,0,10,2016
3305,23,7,0.00,12.1,0,11,2016
3306,23,7,0.00,11.7,0,12,2016
3307,23,7,0.00,13.2,0,13,2016
3308,23,7,0.00,13.9,0,14,2016
3309,23,7,0.00,11.8,0,15,2016
3310,23,7,0.00,10.5,0,16,2016
3311,23,7,0.00,9.9,0,17,2016
3312,23,7,0.00,9.3,0,18,2016
3313,23,7,0.00,11.4,0,19,2016
3314,23,7,0.00,13.2,0,20,2016
3315,23,7,0.00,14.5,0,21,2016
3316,23,7,0.00,14.8,0,22,2016
3317,23,7,0.00,14.0,0,23,2016
3318,24,7,0.00,14.3,0,0,2016
3319,24,7,0.00,16.7,0,1,2016
3320,24,7,0.00,16.8,0,2,2016
3321,24,7,0.00,13.9,0,3,2016
3322,24,7,0.00,15.3,0,4,2016
3323,24,7,0.00,18.4,0,5,2016
3324,24,7,0.00,10.7,0,6,2016
3325,24,7,0.00,13.6,0,7,2016
3326,24,7,0.00,16.9,0,8,2016
3327,24,7,0.00,16.9,0,9,2016
3328,24,7,0.00,16.7,0,10,2016
3329,24,7,0.00,15.5,0,11,2016
3330,24,7,0.00,14.1,0,12,2016
3331,24,7,0.00,9.7,0,13,2016
3332,24,7,0.00,11.9,0,14,2016
3333,24,7,0.00,12.6,0,15,2016
3334,24,7,0.00,15.0,0,16,2016
3335,24,7,0.00,14.1,0,17,2016
3336,24,7,0.00,14.6,0,18,2016
3337,24,7,0.00,15.7,0,19,2016
3338,24,7,0.00,16.9,0,20,2016
3339,24,7,0.00,15.2,0,21,2016
3340,24,7,0.00,17.3,0,22,2016
3341,24,7,0.00,16.7,0,23,2016
3342,25,7,0.00,14.3,0,0,2016
3343,25,7,0.00,12.2,0,1,2016
3344,25,7,0.00,9.4,0,2,2016
3345,25,7,0.00,11.3,0,3,2016
3346,25,7,0.00,13.6,0,4,2016
3347,25,7,0.00,14.7,0,5,2016
3348,25,7,0.00,16.1,0,6,2016
3349,25,7,0.00,13.1,0,7,2016
3350,25,7,0.00,12.5,0,8,2016
3351,25,7,0.00,14.0,0,9,2016
3352,25,7,0.00,13.7,0,10,2016
3353,25,7,0.00,15.3,0,11,2016
3354,25,7,0.00,17.9,0,12,2016
3355,25,7,0.00,16.8,0,13,2016
3356,25,7,0.00,18.8,0,14,2016
3357,25,7,0.00,15.2,0,15,2016
3358,25,7,0.00,14.5,0,16,2016
3359,25,7,0.00,12.7,0,17,2016
3360,25,7,0.00,13.0,0,18,2016
3361,25,7,0.00,15.3,0,19,2016
3362,25,7,0.00,17.0,0,20,2016
3363,25,7,0.00,15.6,0,21,2016
3364,25,7,0.00,17.0,0,22,2016
3365,25,7,0.00,16.0,0,23,2016
3366,26,7,0.00,11.1,0,0,2016
3367,26,7,0.00,8.4,0,1,2016
3368,26,7,0.00,10.4,0,2,2016
3369,26,7,0.00,9.6,0,3,2016
3370,26,7,0.00,8.1,0,4,2016
3371,26,7,0.00,11.5,0,5,2016
3372,26,7,0.00,13.4,0,6,2016
3373,26,7,0.00,17.6,0,7,2016
3374,26,7,0.00,18.1,0,8,2016
3375,26,7,0.00,21.7,0,9,2016
3376,26,7,0.00,23.5,0,10,2016
3377,26,7,0.00,20.6,0,11,2016
3378,26,7,0.00,22.6,0,12,2016
3379,26,7,0.00,22.7,0,13,2016
3380,26,7,0.00,20.0,0,14,2016
3381,26,7,0.00,16.5,0,15,2016
3382,26,7,0.00,14.5,0,16,2016
3383,26,7,0.00,13.8,0,17,2016
3384,26,7,0.00,14.6,0,18,2016
3385,26,7,0.00,16.1,0,19,2016
3386,26,7,0.00,16.2,0,20,2016
3387,26,7,0.00,16.1,0,21,2016
3388,26,7,0.00,18.6,0,22,2016
3389,26,7,0.00,16.8,0,23,2016
3390,27,7,0.00,13.6,0,0,2016
3391,27,7,0.00,12.3,0,1,2016
3392,27,7,0.00,10.6,0,2,2016
3393,27,7,0.00,13.8,0,3,2016
3394,27,7,0.00,18.4,0,4,2016
3395,27,7,0.00,18.2,0,5,2016
3396,27,7,0.00,15.9,0,6,2016
3397,27,7,0.00,17.6,0,7,2016
3398,27,7,0.00,18.2,0,8,2016
3399,27,7,0.00,17.4,0,9,2016
3400,27,7,0.00,17.4,0,10,2016
3401,27,7,0.00,17.1,0,11,2016
3402,27,7,0.00,10.0,0,12,2016
3403,27,7,0.00,11.9,0,13,2016
3404,27,7,0.00,15.2,0,14,2016
3405,27,7,0.00,9.6,0,15,2016
3406,27,7,0.00,12.8,0,16,2016
3407,27,7,0.00,12.1,0,17,2016
3408,27,7,0.00,14.8,0,18,2016
3409,27,7,0.00,15.8,0,19,2016
3410,27,7,0.00,13.4,0,20,2016
3411,27,7,0.00,13.3,0,21,2016
3412,27,7,0.00,12.9,0,22,2016
3413,27,7,0.00,13.1,0,23,2016
3414,28,7,0.00,15.5,0,0,2016
3415,28,7,0.00,15.2,0,1,2016
3416,28,7,0.00,9.6,0,2,2016
3417,28,7,0.00,12.2,0,3,2016
3418,28,7,0.00,13.7,0,5,2016
3419,28,7,0.00,21.9,0,6,2016
3420,28,7,0.00,13.6,0,7,2016
3421,28,7,0.00,12.2,0,8,2016
3422,28,7,0.00,8.8,0,9,2016
3423,28,7,0.00,14.7,0,10,2016
3424,28,7,0.00,16.0,0,11,2016
3425,28,7,0.00,16.5,0,12,2016
3426,28,7,0.00,17.1,0,13,2016
3427,28,7,0.00,14.6,0,14,2016
3428,28,7,0.00,13.5,0,15,2016
3429,28,7,0.00,13.4,0,16,2016
3430,28,7,0.00,16.3,0,17,2016
3431,28,7,0.00,12.6,0,18,2016
3432,28,7,0.00,12.7,0,19,2016
3433,28,7,0.00,12.8,0,20,2016
3434,28,7,0.00,18.8,0,21,2016
3435,28,7,0.00,14.7,0,22,2016
3436,28,7,0.00,13.7,0,23,2016
3437,29,7,0.00,11.2,0,0,2016
3438,29,7,0.00,3.9,0,1,2016
3439,29,7,0.00,10.1,0,2,2016
3440,29,7,0.00,9.7,0,3,2016
3441,29,7,0.00,8.3,0,4,2016
3442,29,7,0.00,11.9,0,5,2016
3443,29,7,0.00,13.3,0,6,2016
3444,29,7,0.00,14.3,0,7,2016
3445,29,7,0.00,13.4,0,8,2016
3446,29,7,0.00,13.3,0,9,2016
3447,29,7,1.00,6.9,0,10,2016
3448,29,7,1.00,4.1,0,11,2016
3449,29,7,1.00,4.8,0,12,2016
3450,29,7,1.00,7.9,0,13,2016
3451,29,7,1.00,6.3,0,14,2016
3452,29,7,1.00,9.0,0,15,2016
3453,29,7,1.00,8.1,0,16,2016
3454,29,7,0.00,12.2,0,17,2016
3455,29,7,0.00,12.7,0,18,2016
3456,29,7,0.00,12.0,0,19,2016
3457,29,7,0.00,11.6,0,20,2016
3458,29,7,0.00,11.2,0,21,2016
3459,29,7,0.00,10.9,0,22,2016
3460,29,7,0.00,10.4,0,23,2016
3461,30,7,0.00,10.4,0,0,2016
3462,30,7,0.00,8.9,0,1,2016
3463,30,7,0.00,7.6,0,2,2016
3464,30,7,0.00,6.3,0,3,2016
3465,30,7,0.00,7.6,0,4,2016
3466,30,7,0.00,8.0,0,5,2016
3467,30,7,0.00,7.4,0,6,2016
3468,30,7,0.00,9.7,0,7,2016
3469,30,7,0.00,13.6,0,8,2016
3470,30,7,0.00,13.0,0,9,2016
3471,30,7,0.00,16.2,0,10,2016
3472,30,7,0.00,14.1,0,11,2016
3473,30,7,0.00,11.4,0,12,2016
3474,30,7,0.00,10.0,0,13,2016
3475,30,7,0.00,8.2,0,14,2016
3476,30,7,0.00,6.4,0,16,2016
3477,30,7,0.00,7.4,0,17,2016
3478,30,7,0.00,8.3,0,18,2016
3479,30,7,0.00,7.5,0,19,2016
3480,30,7,0.00,6.7,0,20,2016
3481,30,7,0.00,9.0,0,21,2016
3482,30,7,0.00,8.3,0,22,2016
3483,30,7,0.00,9.6,0,23,2016
3484,31,7,0.00,8.5,0,0,2016
3485,31,7,0.00,10.3,0,1,2016
3486,31,7,0.00,8.3,0,2,2016
3487,31,7,0.00,9.2,0,3,2016
3488,31,7,0.00,5.0,0,4,2016
3489,31,7,0.00,9.8,0,5,2016
3490,31,7,0.00,7.9,0,6,2016
3491,31,7,0.00,8.6,0,7,2016
3492,31,7,0.00,10.9,0,8,2016
3493,31,7,0.00,13.5,0,9,2016
3494,31,7,0.00,13.4,0,10,2016
3495,31,7,0.00,15.4,0,11,2016
3496,31,7,0.00,9.3,0,12,2016
3497,31,7,0.00,9.8,0,13,2016
3498,31,7,0.00,5.8,0,14,2016
3499,31,7,0.00,7.1,0,15,2016
3500,31,7,0.00,7.0,0,16,2016
3501,31,7,0.00,6.8,0,17,2016
3502,31,7,0.00,8.2,0,18,2016
3503,31,7,0.00,7.2,0,19,2016
3504,31,7,0.00,7.9,0,20,2016
3505,31,7,0.00,11.7,0,21,2016
3506,31,7,0.00,12.5,0,22,2016
3507,31,7,0.00,11.2,0,23,2016
3508,1,8,0.00,11.1,0,0,2016
3509,1,8,0.00,5.6,0,1,2016
3510,1,8,0.00,10.2,0,2,2016
3511,1,8,0.00,10.1,0,3,2016
3512,1,8,0.00,8.3,0,4,2016
3513,1,8,0.00,11.0,0,5,2016
3514,1,8,0.00,12.6,0,6,2016
3515,1,8,0.00,13.0,0,7,2016
3516,1,8,0.00,13.6,0,8,2016
3517,1,8,0.00,10.1,0,9,2016
3518,1,8,0.00,15.3,0,10,2016
3519,1,8,0.00,14.7,0,11,2016
3520,1,8,0.00,13.6,0,12,2016
3521,1,8,0.00,8.2,0,13,2016
3522,1,8,0.00,10.6,0,14,2016
3523,1,8,0.00,8.8,0,15,2016
3524,1,8,0.00,9.1,0,16,2016
3525,1,8,0.00,7.3,0,17,2016
3526,1,8,0.00,9.9,0,18,2016
3527,1,8,0.00,10.9,0,19,2016
3528,1,8,0.00,12.4,0,20,2016
3529,1,8,0.00,9.5,0,21,2016
3530,1,8,0.00,11.9,0,22,2016
3531,1,8,0.00,14.3,0,23,2016
3532,2,8,0.00,16.9,0,0,2016
3533,2,8,0.00,13.1,0,1,2016
3534,2,8,0.00,16.3,0,2,2016
3535,2,8,0.00,14.2,0,3,2016
3536,2,8,0.00,11.7,0,4,2016
3537,2,8,0.00,11.4,0,5,2016
3538,2,8,0.00,13.5,0,6,2016
3539,2,8,0.00,17.4,0,8,2016
3540,2,8,0.00,14.7,0,9,2016
3541,2,8,0.00,10.1,0,10,2016
3542,2,8,0.00,7.4,0,11,2016
3543,2,8,0.00,10.7,0,12,2016
3544,2,8,0.00,10.7,0,13,2016
3545,2,8,0.00,11.2,0,14,2016
3546,2,8,0.00,11.3,0,15,2016
3547,2,8,1.00,9.1,0,17,2016
3548,2,8,0.00,8.8,0,18,2016
3549,2,8,0.00,9.5,0,19,2016
3550,2,8,0.00,13.8,0,20,2016
3551,2,8,0.00,16.0,0,21,2016
3552,2,8,0.00,15.8,0,22,2016
3553,2,8,0.00,12.0,0,23,2016
3554,3,8,0.00,12.1,0,0,2016
3555,3,8,0.00,11.1,0,1,2016
3556,3,8,0.00,10.4,0,2,2016
3557,3,8,0.00,12.3,0,3,2016
3558,3,8,0.00,13.2,0,4,2016
3559,3,8,0.00,12.3,0,5,2016
3560,3,8,0.00,11.3,0,6,2016
3561,3,8,0.00,11.4,0,7,2016
3562,3,8,0.00,9.4,0,8,2016
3563,3,8,0.00,9.9,0,9,2016
3564,3,8,0.00,9.8,0,10,2016
3565,3,8,0.00,9.2,0,11,2016
3566,3,8,0.00,10.6,0,12,2016
3567,3,8,0.00,10.5,0,13,2016
3568,3,8,0.00,11.0,0,15,2016
3569,3,8,0.00,9.0,0,16,2016
3570,3,8,0.00,8.5,0,17,2016
3571,3,8,0.00,9.8,0,18,2016
3572,3,8,0.00,10.9,0,19,2016
3573,3,8,0.00,12.6,0,20,2016
3574,3,8,0.00,11.0,0,21,2016
3575,3,8,0.00,14.6,0,22,2016
3576,4,8,0.00,12.0,0,0,2016
3577,4,8,0.00,11.8,0,1,2016
3578,4,8,0.00,17.3,0,2,2016
3579,4,8,0.00,13.3,0,3,2016
3580,4,8,0.00,15.6,0,4,2016
3581,4,8,0.00,21.3,0,5,2016
3582,4,8,0.00,19.9,0,6,2016
3583,4,8,0.00,16.2,0,7,2016
3584,4,8,0.00,14.0,0,8,2016
3585,4,8,0.00,13.1,0,9,2016
3586,4,8,0.00,9.9,0,10,2016
3587,4,8,0.00,13.4,0,11,2016
3588,4,8,0.00,11.1,0,12,2016
3589,4,8,0.00,12.9,0,13,2016
3590,4,8,0.00,15.6,0,14,2016
3591,4,8,0.00,9.9,0,15,2016
3592,4,8,0.00,7.9,0,16,2016
3593,4,8,0.00,7.9,0,17,2016
3594,4,8,0.00,13.7,0,18,2016
3595,4,8,0.00,12.4,0,19,2016
3596,4,8,0.00,12.3,0,20,2016
3597,4,8,0.00,12.2,0,21,2016
3598,4,8,0.00,9.7,0,22,2016
3599,4,8,0.00,12.8,0,23,2016
3600,5,8,0.00,6.3,0,0,2016
3601,5,8,0.00,11.3,0,1,2016
3602,5,8,0.00,11.7,0,2,2016
3603,5,8,0.00,17.6,0,3,2016
3604,5,8,0.00,18.1,0,4,2016
3605,5,8,0.00,15.6,0,5,2016
3606,5,8,0.00,18.0,0,6,2016
3607,5,8,0.00,10.6,0,7,2016
3608,5,8,0.00,11.2,0,8,2016
3609,5,8,0.00,14.1,0,9,2016
3610,5,8,0.00,16.1,0,10,2016
3611,5,8,0.00,12.4,0,11,2016
3612,5,8,0.00,11.5,0,12,2016
3613,5,8,0.00,9.4,0,13,2016
3614,5,8,0.00,9.6,0,14,2016
3615,5,8,0.00,9.6,0,15,2016
3616,5,8,0.00,8.7,0,16,2016
3617,5,8,0.00,9.8,0,17,2016
3618,5,8,0.00,10.2,0,18,2016
3619,5,8,0.00,13.3,0,19,2016
3620,5,8,0.00,10.5,0,20,2016
3621,5,8,0.00,11.0,0,21,2016
3622,5,8,0.00,10.7,0,22,2016
3623,5,8,0.00,10.5,0,23,2016
3624,6,8,0.00,13.3,0,0,2016
3625,6,8,0.00,15.9,0,1,2016
3626,6,8,0.00,9.3,0,2,2016
3627,6,8,0.00,17.2,0,3,2016
3628,6,8,0.00,10.8,0,4,2016
3629,6,8,0.00,11.9,0,5,2016
3630,6,8,0.00,14.5,0,6,2016
3631,6,8,0.00,17.8,0,7,2016
3632,6,8,0.00,15.7,0,8,2016
3633,6,8,0.00,16.2,0,9,2016
3634,6,8,0.00,15.1,0,10,2016
3635,6,8,0.00,13.9,0,11,2016
3636,6,8,0.00,12.1,0,12,2016
3637,6,8,0.00,11.5,0,13,2016
3638,6,8,0.00,11.0,0,14,2016
3639,6,8,0.00,12.6,0,15,2016
3640,6,8,0.00,10.7,0,16,2016
3641,6,8,0.00,11.6,0,17,2016
3642,6,8,0.00,11.1,0,18,2016
3643,6,8,0.00,9.7,0,19,2016
3644,6,8,0.00,10.2,0,20,2016
3645,6,8,0.00,11.9,0,21,2016
3646,6,8,0.00,12.6,0,22,2016
3647,6,8,0.00,11.9,0,23,2016
3648,7,8,0.00,16.4,0,0,2016
3649,7,8,0.00,16.3,0,1,2016
3650,7,8,0.00,13.4,0,2,2016
3651,7,8,0.00,9.8,0,3,2016
3652,7,8,0.00,10.8,0,4,2016
3653,7,8,0.00,12.6,0,5,2016
3654,7,8,0.00,10.5,0,6,2016
3655,7,8,0.00,14.0,0,7,2016
3656,7,8,0.00,15.6,0,8,2016
3657,7,8,0.00,17.4,0,9,2016
3658,7,8,0.00,16.8,0,10,2016
3659,7,8,0.00,16.6,0,11,2016
3660,7,8,0.00,14.9,0,12,2016
3661,7,8,0.00,11.9,0,13,2016
3662,7,8,0.00,11.5,0,14,2016
3663,7,8,0.00,15.6,0,15,2016
3664,7,8,0.00,6.5,0,16,2016
3665,7,8,0.00,12.4,0,17,2016
3666,7,8,0.00,11.8,0,18,2016
3667,7,8,0.00,15.3,0,19,2016
3668,7,8,0.00,17.3,0,20,2016
3669,7,8,0.00,17.1,0,21,2016
3670,7,8,0.00,15.0,0,22,2016
3671,7,8,0.00,15.3,0,23,2016
3672,8,8,0.00,10.0,0,0,2016
3673,8,8,0.00,13.5,0,1,2016
3674,8,8,0.00,14.7,0,2,2016
3675,8,8,0.00,10.7,0,3,2016
3676,8,8,0.00,12.6,0,4,2016
3677,8,8,0.00,15.1,0,5,2016
3678,8,8,0.00,14.6,0,6,2016
3679,8,8,0.00,17.0,0,7,2016
3680,8,8,0.00,11.0,0,8,2016
3681,8,8,0.00,10.1,0,9,2016
3682,8,8,0.00,8.4,0,10,2016
3683,8,8,0.00,10.7,0,11,2016
3684,8,8,0.00,11.2,0,12,2016
3685,8,8,0.00,8.1,0,13,2016
3686,8,8,0.00,10.5,0,14,2016
3687,8,8,0.00,9.7,0,15,2016
3688,8,8,0.00,13.5,0,16,2016
3689,8,8,0.00,13.9,0,17,2016
3690,8,8,0.00,12.3,0,18,2016
3691,8,8,0.00,12.7,0,19,2016
3692,8,8,0.00,12.5,0,20,2016
3693,8,8,0.00,18.4,0,21,2016
3694,8,8,0.00,19.5,0,22,2016
3695,8,8,0.00,17.3,0,23,2016
3696,9,8,0.00,20.9,0,0,2016
3697,9,8,0.00,14.9,0,1,2016
3698,9,8,0.00,10.2,0,2,2016
3699,9,8,0.00,9.8,0,3,2016
3700,9,8,0.00,12.7,0,4,2016
3701,9,8,0.00,11.5,0,5,2016
3702,9,8,0.00,14.1,0,6,2016
3703,9,8,0.00,15.0,0,7,2016
3704,9,8,0.00,12.8,0,8,2016
3705,9,8,0.00,14.4,0,9,2016
3706,9,8,0.00,15.2,0,10,2016
3707,9,8,0.00,17.4,0,11,2016
3708,9,8,0.00,24.9,0,12,2016
3709,9,8,0.00,17.9,0,13,2016
3710,9,8,0.00,20.7,0,14,2016
3711,9,8,0.00,17.6,0,15,2016
3712,9,8,0.00,17.7,0,16,2016
3713,9,8,0.00,13.3,0,17,2016
3714,9,8,0.00,14.7,0,18,2016
3715,9,8,0.00,17.5,0,19,2016
3716,9,8,0.00,22.1,0,20,2016
3717,9,8,0.00,19.9,0,21,2016
3718,9,8,0.00,21.3,0,22,2016
3719,9,8,0.00,20.9,0,23,2016
3720,10,8,0.00,23.2,0,0,2016
3721,10,8,0.00,18.3,0,2,2016
3722,10,8,0.00,18.4,0,3,2016
3723,10,8,0.00,19.2,0,4,2016
3724,10,8,0.00,22.5,0,5,2016
3725,10,8,0.00,23.0,0,6,2016
3726,10,8,0.00,19.2,0,8,2016
3727,10,8,0.00,16.4,0,10,2016
3728,10,8,0.00,15.4,0,11,2016
3729,10,8,0.00,19.1,0,12,2016
3730,10,8,0.00,22.1,0,13,2016
3731,10,8,0.00,18.6,0,14,2016
3732,10,8,0.00,21.1,0,15,2016
3733,10,8,0.00,18.3,0,16,2016
3734,10,8,0.00,17.1,0,17,2016
3735,10,8,0.00,19.8,0,18,2016
3736,10,8,0.00,23.1,0,19,2016
3737,10,8,0.00,24.2,0,20,2016
3738,10,8,0.00,20.9,0,21,2016
3739,10,8,0.00,18.2,0,22,2016
3740,10,8,0.00,15.0,0,23,2016
3741,11,8,0.00,13.3,0,0,2016
3742,11,8,0.00,13.5,0,1,2016
3743,11,8,0.00,15.7,0,2,2016
3744,11,8,0.00,18.2,0,3,2016
3745,11,8,0.00,23.9,0,4,2016
3746,11,8,0.00,16.6,0,5,2016
3747,11,8,0.00,13.6,0,6,2016
3748,11,8,0.00,18.7,0,7,2016
3749,11,8,0.00,19.6,0,8,2016
3750,11,8,0.00,21.0,0,9,2016
3751,11,8,0.00,20.4,0,10,2016
3752,11,8,0.00,18.3,0,11,2016
3753,11,8,0.00,17.3,0,12,2016
3754,11,8,0.00,16.3,0,13,2016
3755,11,8,0.00,15.0,0,14,2016
3756,11,8,0.00,11.5,0,16,2016
3757,11,8,0.00,14.5,0,18,2016
3758,11,8,0.00,16.6,0,19,2016
3759,11,8,0.00,20.4,0,20,2016
3760,11,8,0.00,20.4,0,21,2016
3761,11,8,0.00,21.7,0,22,2016
3762,11,8,0.00,20.0,0,23,2016
3763,12,8,0.00,17.6,0,0,2016
3764,12,8,0.00,20.1,0,1,2016
3765,12,8,0.00,20.0,0,2,2016
3766,12,8,0.00,18.8,0,3,2016
3767,12,8,0.00,17.0,0,4,2016
3768,12,8,0.00,15.4,0,5,2016
3769,12,8,0.00,13.8,0,6,2016
3770,12,8,0.00,17.3,0,7,2016
3771,12,8,0.00,24.6,0,8,2016
3772,12,8,0.00,19.9,0,9,2016
3773,12,8,0.00,15.7,0,11,2016
3774,12,8,0.00,11.3,0,12,2016
3775,12,8,0.00,9.0,0,13,2016
3776,12,8,0.00,10.5,0,14,2016
3777,12,8,0.00,11.7,0,15,2016
3778,12,8,0.00,13.4,0,16,2016
3779,12,8,0.00,10.8,0,17,2016
3780,12,8,0.00,10.2,0,18,2016
3781,12,8,0.00,10.8,0,19,2016
3782,12,8,0.00,10.3,0,20,2016
3783,12,8,0.00,11.5,0,21,2016
3784,12,8,0.00,15.0,0,22,2016
3785,12,8,0.00,16.5,0,23,2016
3786,13,8,0.00,15.7,0,0,2016
3787,13,8,0.00,19.2,0,1,2016
3788,13,8,0.00,19.7,0,2,2016
3789,13,8,0.00,16.3,0,3,2016
3790,13,8,0.00,16.7,0,4,2016
3791,13,8,0.00,22.6,0,5,2016
3792,13,8,0.00,20.8,0,6,2016
3793,13,8,0.00,19.3,0,7,2016
3794,13,8,0.00,15.2,0,8,2016
3795,13,8,0.00,11.4,0,9,2016
3796,13,8,0.00,9.9,0,10,2016
3797,13,8,0.00,10.7,0,11,2016
3798,13,8,0.00,10.4,0,12,2016
3799,13,8,0.00,14.1,0,13,2016
3800,13,8,0.00,14.0,0,14,2016
3801,13,8,0.00,11.3,0,15,2016
3802,13,8,0.00,10.2,0,16,2016
3803,13,8,0.00,8.2,0,17,2016
3804,13,8,0.00,9.4,0,18,2016
3805,13,8,0.00,12.6,0,19,2016
3806,13,8,0.00,14.6,0,20,2016
3807,13,8,0.00,16.1,0,21,2016
3808,13,8,0.00,17.3,0,22,2016
3809,13,8,0.00,19.8,0,23,2016
3810,14,8,0.00,20.2,0,0,2016
3811,14,8,0.00,21.9,0,1,2016
3812,14,8,0.00,20.8,0,2,2016
3813,14,8,0.00,17.3,0,3,2016
3814,14,8,0.00,19.8,0,4,2016
3815,14,8,0.00,19.5,0,5,2016
3816,14,8,0.00,21.3,0,6,2016
3817,14,8,0.00,21.2,0,7,2016
3818,14,8,0.00,22.0,0,8,2016
3819,14,8,0.00,16.8,0,9,2016
3820,14,8,0.00,16.9,0,10,2016
3821,14,8,0.00,15.3,0,11,2016
3822,14,8,0.00,17.8,0,12,2016
3823,14,8,0.00,19.1,0,13,2016
3824,14,8,0.00,17.9,0,14,2016
3825,14,8,0.00,12.4,0,15,2016
3826,14,8,0.00,12.5,0,16,2016
3827,14,8,0.00,11.4,0,17,2016
3828,14,8,0.00,8.9,0,18,2016
3829,14,8,0.00,14.1,0,19,2016
3830,14,8,0.00,14.2,0,20,2016
3831,14,8,0.00,16.7,0,21,2016
3832,14,8,0.00,18.3,0,22,2016
3833,14,8,0.00,17.2,0,23,2016
3834,15,8,0.00,19.5,0,0,2016
3835,15,8,0.00,17.8,0,1,2016
3836,15,8,0.00,20.2,0,2,2016
3837,15,8,0.00,21.8,0,3,2016
3838,15,8,0.00,17.2,0,4,2016
3839,15,8,0.00,17.3,0,5,2016
3840,15,8,0.00,23.3,0,6,2016
3841,15,8,0.00,23.3,0,7,2016
3842,15,8,0.00,22.4,0,8,2016
3843,15,8,0.00,28.3,0,9,2016
3844,15,8,0.00,23.5,0,10,2016
3845,15,8,0.00,22.3,0,11,2016
3846,15,8,0.00,16.6,0,12,2016
3847,15,8,0.00,13.7,0,13,2016
3848,15,8,0.00,14.1,0,14,2016
3849,15,8,0.00,13.5,0,15,2016
3850,15,8,0.00,10.3,0,16,2016
3851,15,8,0.00,12.1,0,17,2016
3852,15,8,0.00,12.4,0,18,2016
3853,15,8,0.00,15.6,0,19,2016
3854,15,8,0.00,16.7,0,20,2016
3855,15,8,0.00,16.7,0,21,2016
3856,15,8,0.00,16.3,0,22,2016
3857,15,8,0.00,20.1,0,23,2016
3858,16,8,0.00,26.2,0,0,2016
3859,16,8,0.00,17.8,0,1,2016
3860,16,8,0.00,16.5,0,2,2016
3861,16,8,0.00,17.5,0,3,2016
3862,16,8,0.00,14.9,0,4,2016
3863,16,8,0.00,12.9,0,5,2016
3864,16,8,0.00,15.2,0,6,2016
3865,16,8,0.00,16.0,0,7,2016
3866,16,8,0.00,17.7,0,8,2016
3867,16,8,0.00,18.7,0,9,2016
3868,16,8,0.00,18.9,0,10,2016
3869,16,8,0.00,20.7,0,11,2016
3870,16,8,0.00,22.1,0,12,2016
3871,16,8,0.00,18.7,0,14,2016
3872,16,8,0.00,18.2,0,15,2016
3873,16,8,0.00,16.1,0,16,2016
3874,16,8,0.00,15.4,0,17,2016
3875,16,8,0.00,19.0,0,18,2016
3876,16,8,0.00,19.1,0,19,2016
3877,16,8,0.00,18.6,0,20,2016
3878,16,8,0.00,20.4,0,21,2016
3879,16,8,0.00,17.9,0,22,2016
3880,16,8,0.00,16.1,0,23,2016
3881,17,8,0.00,18.8,0,0,2016
3882,17,8,0.00,22.5,0,1,2016
3883,17,8,0.00,20.3,0,2,2016
3884,17,8,0.00,21.2,0,3,2016
3885,17,8,0.00,21.8,0,4,2016
3886,17,8,0.00,21.0,0,5,2016
3887,17,8,0.00,19.9,0,6,2016
3888,17,8,0.00,22.2,0,7,2016
3889,17,8,0.00,24.5,0,9,2016
3890,17,8,0.00,21.8,0,10,2016
3891,17,8,0.00,18.3,0,11,2016
3892,17,8,0.00,20.0,0,12,2016
3893,17,8,0.00,19.0,0,13,2016
3894,17,8,0.00,22.1,0,14,2016
3895,17,8,0.00,21.0,0,15,2016
3896,17,8,0.00,21.8,0,16,2016
3897,17,8,0.00,21.5,0,17,2016
3898,17,8,0.00,19.5,0,18,2016
3899,17,8,0.00,21.2,0,19,2016
3900,17,8,0.00,24.3,0,20,2016
3901,17,8,0.00,25.8,0,21,2016
3902,17,8,0.00,22.5,0,22,2016
3903,17,8,0.00,23.4,0,23,2016
3904,18,8,0.00,22.9,0,0,2016
3905,18,8,0.00,20.8,0,1,2016
3906,18,8,0.00,20.8,0,2,2016
3907,18,8,0.00,19.0,0,3,2016
3908,18,8,0.00,20.5,0,5,2016
3909,18,8,0.00,20.9,0,6,2016
3910,18,8,0.00,18.6,0,7,2016
3911,18,8,0.00,17.7,0,8,2016
3912,18,8,0.00,12.7,0,9,2016
3913,18,8,0.00,10.5,0,10,2016
3914,18,8,0.00,12.4,0,11,2016
3915,18,8,0.00,12.2,0,12,2016
3916,18,8,0.00,11.0,0,13,2016
3917,18,8,0.00,18.7,0,14,2016
3918,18,8,0.00,9.7,0,15,2016
3919,18,8,0.00,14.3,0,16,2016
