Day,Month,PM10_mask,PM2.5,Retrospective,UTC Hour,Year
5,9,1.00,6.4,0,11,2016
5,9,1.00,5.2,0,12,2016
5,9,1.00,5.4,0,13,2016
5,9,1.00,2.8,0,14,2016
5,9,1.00,7.3,0,15,2016
5,9,1.00,10.8,0,16,2016
5,9,1.00,11.9,0,17,2016
5,9,1.00,13.4,0,18,2016
5,9,1.00,16.0,0,19,2016
5,9,1.00,17.4,0,20,2016
5,9,1.00,22.0,0,21,2016
5,9,1.00,33.5,0,22,2016
5,9,1.00,38.1,0,23,2016
6,9,1.00,38.1,0,0,2016
6,9,1.00,49.5,0,1,2016
6,9,1.00,48.7,0,2,2016
6,9,1.00,48.5,0,3,2016
6,9,1.00,10.0,0,4,2016
6,9,1.00,9.0,0,5,2016
6,9,1.00,9.5,0,6,2016
6,9,1.00,11.6,0,7,2016
6,9,1.00,12.5,0,8,2016
6,9,1.00,13.3,0,9,2016
6,9,1.00,14.3,0,10,2016
6,9,1.00,8.9,0,11,2016
6,9,1.00,11.3,0,12,2016
6,9,1.00,13.0,0,13,2016
6,9,1.00,10.4,0,14,2016
6,9,1.00,9.2,0,15,2016
6,9,1.00,8.4,0,18,2016
6,9,1.00,9.4,0,19,2016
6,9,1.00,8.7,0,20,2016
6,9,1.00,9.9,0,21,2016
6,9,1.00,5.6,0,22,2016
6,9,1.00,5.7,0,23,2016
7,9,1.00,11.7,0,0,2016
7,9,1.00,13.4,0,1,2016
7,9,1.00,8.6,0,2,2016
7,9,1.00,9.0,0,3,2016
7,9,1.00,14.6,0,4,2016
7,9,1.00,8.7,0,5,2016
7,9,1.00,11.9,0,6,2016
7,9,1.00,11.5,0,7,2016
7,9,1.00,9.6,0,8,2016
7,9,1.00,16.3,0,9,2016
7,9,1.00,15.6,0,11,2016
7,9,1.00,15.5,0,12,2016
7,9,1.00,14.7,0,13,2016
7,9,1.00,11.6,0,14,2016
7,9,1.00,5.8,0,15,2016
7,9,1.00,4.3,0,16,2016
7,9,1.00,7.5,0,17,2016
7,9,1.00,8.5,0,18,2016
7,9,1.00,6.5,0,19,2016
7,9,1.00,10.7,0,20,2016
7,9,1.00,10.2,0,21,2016
7,9,1.00,13.3,0,22,2016
7,9,1.00,14.9,0,23,2016
8,9,1.00,13.3,0,0,2016
8,9,1.00,10.7,0,1,2016
8,9,1.00,11.2,0,2,2016
8,9,1.00,17.5,0,3,2016
8,9,1.00,20.0,0,4,2016
8,9,1.00,24.4,0,5,2016
8,9,1.00,16.0,0,6,2016
8,9,1.00,9.4,0,7,2016
8,9,1.00,14.8,0,8,2016
8,9,1.00,12.0,0,9,2016
8,9,1.00,14.8,0,10,2016
8,9,1.00,15.4,0,11,2016
8,9,1.00,11.3,0,12,2016
8,9,1.00,12.3,0,13,2016
8,9,1.00,12.6,0,14,2016
8,9,1.00,11.6,0,15,2016
8,9,1.00,6.0,0,16,2016
8,9,1.00,5.8,0,17,2016
8,9,1.00,6.9,0,18,2016
8,9,1.00,6.3,0,19,2016
8,9,1.00,7.8,0,20,2016
8,9,1.00,12.4,0,21,2016
8,9,1.00,14.1,0,22,2016
8,9,1.00,21.5,0,23,2016
9,9,1.00,22.9,0,0,2016
9,9,1.00,16.5,0,1,2016
9,9,1.00,14.7,0,2,2016
9,9,1.00,11.7,0,3,2016
9,9,1.00,13.2,0,4,2016
9,9,1.00,5.0,0,5,2016
9,9,1.00,12.6,0,6,2016
9,9,1.00,11.7,0,7,2016
9,9,1.00,13.3,0,8,2016
9,9,1.00,9.5,0,9,2016
9,9,1.00,13.2,0,10,2016
9,9,1.00,11.6,0,11,2016
9,9,1.00,10.7,0,12,2016
9,9,1.00,11.0,0,13,2016
9,9,1.00,8.7,0,14,2016
9,9,1.00,7.6,0,15,2016
9,9,1.00,7.9,0,16,2016
9,9,1.00,9.6,0,17,2016
9,9,1.00,14.0,0,18,2016
9,9,1.00,21.1,0,19,2016
9,9,1.00,23.8,0,20,2016
9,9,1.00,22.1,0,21,2016
9,9,1.00,21.1,0,22,2016
9,9,1.00,15.5,0,23,2016
10,9,1.00,22.0,0,0,2016
10,9,1.00,25.7,0,1,2016
10,9,1.00,13.0,0,2,2016
10,9,1.00,19.6,0,3,2016
10,9,1.00,17.4,0,4,2016
10,9,1.00,9.5,0,5,2016
10,9,1.00,12.7,0,6,2016
10,9,1.00,13.6,0,9,2016
10,9,1.00,5.8,0,10,2016
10,9,1.00,8.7,0,11,2016
10,9,1.00,6.5,0,12,2016
10,9,1.00,5.9,0,13,2016
10,9,1.00,5.6,0,14,2016
10,9,1.00,5.6,0,15,2016
10,9,1.00,4.9,0,16,2016
10,9,1.00,11.1,0,18,2016
10,9,1.00,10.7,0,19,2016
10,9,1.00,10.5,0,20,2016
10,9,1.00,8.7,0,21,2016
10,9,1.00,10.2,0,22,2016
10,9,1.00,16.1,0,23,2016
11,9,1.00,10.2,0,0,2016
11,9,1.00,12.4,0,1,2016
11,9,1.00,12.0,0,2,2016
11,9,1.00,12.0,0,3,2016
11,9,1.00,10.2,0,4,2016
11,9,1.00,11.4,0,5,2016
11,9,1.00,12.7,0,6,2016
11,9,1.00,15.3,0,7,2016
11,9,1.00,12.7,0,8,2016
11,9,1.00,12.9,0,9,2016
11,9,1.00,10.9,0,10,2016
11,9,1.00,11.8,0,11,2016
11,9,1.00,17.4,0,12,2016
11,9,1.00,12.2,0,13,2016
11,9,1.00,9.2,0,15,2016
11,9,1.00,6.5,0,16,2016
11,9,1.00,7.0,0,17,2016
11,9,1.00,7.8,0,18,2016
11,9,1.00,5.8,0,19,2016
11,9,1.00,8.7,0,20,2016
11,9,1.00,16.8,0,21,2016
11,9,1.00,18.6,0,22,2016
11,9,1.00,20.4,0,23,2016
12,9,1.00,15.0,0,0,2016
12,9,1.00,13.9,0,1,2016
12,9,1.00,8.3,0,2,2016
12,9,1.00,8.2,0,3,2016
12,9,1.00,11.5,0,4,2016
12,9,1.00,14.1,0,5,2016
12,9,1.00,17.4,0,6,2016
12,9,1.00,12.6,0,7,2016
12,9,1.00,12.4,0,8,2016
12,9,1.00,12.8,0,11,2016
12,9,1.00,11.8,0,12,2016
12,9,1.00,13.7,0,13,2016
12,9,1.00,15.6,0,14,2016
12,9,1.00,13.2,0,15,2016
12,9,1.00,11.7,0,16,2016
12,9,1.00,15.3,0,17,2016
12,9,1.00,13.2,0,18,2016
12,9,1.00,17.1,0,19,2016
12,9,1.00,17.9,0,20,2016
12,9,1.00,20.3,0,21,2016
12,9,1.00,18.2,0,22,2016
12,9,1.00,15.8,0,23,2016
13,9,1.00,16.3,0,0,2016
13,9,1.00,8.1,0,1,2016
13,9,1.00,11.2,0,2,2016
13,9,1.00,11.4,0,3,2016
13,9,1.00,10.6,0,4,2016
13,9,1.00,17.6,0,5,2016
13,9,1.00,13.5,0,6,2016
13,9,1.00,19.6,0,7,2016
13,9,1.00,8.2,0,9,2016
13,9,1.00,8.8,0,10,2016
13,9,1.00,11.3,0,11,2016
13,9,1.00,10.7,0,12,2016
13,9,1.00,11.8,0,13,2016
13,9,1.00,14.3,0,14,2016
13,9,1.00,11.8,0,15,2016
13,9,1.00,8.3,0,16,2016
13,9,1.00,9.1,0,17,2016
13,9,1.00,14.1,0,18,2016
13,9,1.00,16.8,0,19,2016
13,9,1.00,22.3,0,20,2016
13,9,1.00,16.5,0,21,2016
13,9,1.00,15.7,0,22,2016
13,9,1.00,17.3,0,23,2016
14,9,1.00,21.8,0,0,2016
14,9,1.00,15.4,0,1,2016
14,9,1.00,15.8,0,2,2016
14,9,1.00,9.8,0,3,2016
14,9,1.00,8.6,0,4,2016
14,9,1.00,18.8,0,5,2016
14,9,1.00,15.4,0,6,2016
14,9,1.00,19.1,0,7,2016
14,9,1.00,23.2,0,8,2016
14,9,1.00,21.3,0,9,2016
14,9,1.00,19.5,0,10,2016
14,9,1.00,14.0,0,11,2016
14,9,1.00,16.6,0,12,2016
14,9,1.00,16.2,0,13,2016
14,9,1.00,15.2,0,14,2016
14,9,1.00,15.5,0,15,2016
14,9,1.00,17.7,0,17,2016
14,9,1.00,18.5,0,18,2016
14,9,1.00,14.3,0,19,2016
14,9,1.00,18.9,0,20,2016
14,9,1.00,14.5,0,21,2016
14,9,1.00,11.2,0,22,2016
14,9,1.00,10.5,0,23,2016
15,9,1.00,20.0,0,0,2016
15,9,1.00,13.5,0,1,2016
15,9,1.00,10.1,0,2,2016
15,9,1.00,14.9,0,3,2016
15,9,1.00,14.5,0,4,2016
15,9,1.00,14.3,0,5,2016
15,9,1.00,21.6,0,6,2016
15,9,1.00,25.5,0,7,2016
15,9,1.00,22.3,0,8,2016
15,9,1.00,16.6,0,9,2016
15,9,1.00,16.5,0,10,2016
15,9,1.00,17.7,0,11,2016
15,9,1.00,14.7,0,12,2016
15,9,1.00,5.8,0,13,2016
15,9,1.00,7.5,0,14,2016
15,9,1.00,9.1,0,15,2016
15,9,1.00,3.7,0,16,2016
15,9,1.00,3.2,0,17,2016
15,9,1.00,3.2,0,18,2016
15,9,1.00,12.2,0,19,2016
15,9,1.00,4.7,0,20,2016
15,9,1.00,10.6,0,21,2016
15,9,1.00,12.2,0,22,2016
15,9,1.00,2.6,0,23,2016
16,9,1.00,2.7,0,0,2016
16,9,1.00,2.1,0,1,2016
16,9,1.00,2.5,0,2,2016
16,9,1.00,9.7,0,3,2016
16,9,1.00,10.8,0,4,2016
18,9,1.00,13.4,0,18,2016
18,9,1.00,11.3,0,19,2016
18,9,1.00,6.0,0,20,2016
18,9,1.00,4.8,0,21,2016
18,9,1.00,4.9,0,22,2016
18,9,1.00,5.9,0,23,2016
19,9,1.00,4.4,0,0,2016
19,9,1.00,11.9,0,1,2016
19,9,1.00,9.1,0,2,2016
19,9,1.00,14.3,0,3,2016
19,9,1.00,9.7,0,4,2016
19,9,1.00,6.6,0,5,2016
19,9,1.00,10.1,0,6,2016
19,9,1.00,17.8,0,7,2016
19,9,1.00,14.6,0,8,2016
19,9,1.00,13.5,0,9,2016
19,9,1.00,15.3,0,10,2016
19,9,1.00,13.6,0,11,2016
19,9,1.00,17.1,0,12,2016
19,9,1.00,13.2,0,13,2016
19,9,1.00,6.5,0,14,2016
19,9,1.00,5.4,0,15,2016
19,9,1.00,13.6,0,17,2016
19,9,1.00,6.7,0,18,2016
19,9,1.00,7.1,0,19,2016
19,9,1.00,18.2,0,20,2016
19,9,1.00,11.3,0,21,2016
19,9,1.00,13.5,0,22,2016
19,9,1.00,12.4,0,23,2016
20,9,1.00,4.2,0,0,2016
20,9,1.00,10.1,0,1,2016
20,9,1.00,14.5,0,2,2016
20,9,1.00,7.0,0,3,2016
20,9,1.00,9.3,0,4,2016
20,9,1.00,21.8,0,5,2016
20,9,1.00,15.7,0,6,2016
20,9,1.00,7.8,0,7,2016
20,9,1.00,13.3,0,8,2016
20,9,1.00,16.3,0,9,2016
20,9,1.00,13.1,0,11,2016
20,9,1.00,13.2,0,12,2016
20,9,1.00,14.2,0,13,2016
20,9,1.00,17.4,0,14,2016
20,9,1.00,15.0,0,15,2016
20,9,1.00,12.1,0,16,2016
20,9,1.00,9.3,0,17,2016
20,9,1.00,20.3,0,18,2016
20,9,1.00,22.1,0,19,2016
20,9,1.00,16.0,0,20,2016
20,9,1.00,14.3,0,21,2016
20,9,1.00,30.1,0,22,2016
20,9,1.00,20.1,0,23,2016
21,9,1.00,20.0,0,0,2016
21,9,1.00,17.7,0,1,2016
21,9,1.00,25.8,0,2,2016
21,9,1.00,18.5,0,3,2016
21,9,1.00,17.1,0,4,2016
21,9,1.00,24.7,0,6,2016
21,9,1.00,27.0,0,7,2016
21,9,1.00,41.3,0,8,2016
21,9,1.00,31.7,0,9,2016
21,9,1.00,32.9,0,10,2016
21,9,1.00,27.5,0,11,2016
21,9,1.00,29.0,0,12,2016
21,9,1.00,31.1,0,13,2016
21,9,1.00,27.1,0,14,2016
21,9,1.00,29.9,0,15,2016
21,9,1.00,20.4,0,16,2016
21,9,1.00,28.5,0,17,2016
21,9,1.00,31.6,0,18,2016
21,9,1.00,30.4,0,19,2016
21,9,1.00,25.9,0,20,2016
21,9,1.00,32.7,0,21,2016
21,9,1.00,33.2,0,22,2016
21,9,1.00,20.7,0,23,2016
22,9,1.00,26.6,0,0,2016
22,9,1.00,30.1,0,1,2016
22,9,1.00,23.4,0,2,2016
22,9,1.00,26.6,0,3,2016
22,9,1.00,34.2,0,4,2016
22,9,1.00,35.7,0,5,2016
22,9,1.00,37.9,0,6,2016
22,9,1.00,41.5,0,7,2016
22,9,1.00,36.4,0,8,2016
22,9,1.00,28.6,0,9,2016
22,9,1.00,37.0,0,10,2016
22,9,1.00,28.6,0,11,2016
22,9,1.00,29.6,0,13,2016
22,9,1.00,27.6,0,14,2016
22,9,1.00,31.4,0,15,2016
22,9,1.00,32.0,0,16,2016
22,9,1.00,29.3,0,17,2016
22,9,1.00,29.4,0,18,2016
22,9,1.00,25.9,0,19,2016
22,9,1.00,26.0,0,20,2016
22,9,1.00,32.8,0,21,2016
22,9,1.00,31.6,0,22,2016
22,9,1.00,24.3,0,23,2016
23,9,1.00,29.8,0,0,2016
23,9,1.00,30.7,0,1,2016
23,9,1.00,27.3,0,2,2016
23,9,1.00,15.7,0,3,2016
23,9,1.00,29.5,0,4,2016
23,9,1.00,33.0,0,5,2016
23,9,1.00,30.3,0,6,2016
23,9,1.00,41.0,0,7,2016
23,9,1.00,41.4,0,8,2016
23,9,1.00,32.2,0,9,2016
23,9,1.00,32.4,0,10,2016
23,9,1.00,21.1,0,11,2016
23,9,1.00,19.8,0,12,2016
23,9,1.00,26.0,0,13,2016
23,9,1.00,29.3,0,14,2016
23,9,1.00,18.3,0,15,2016
23,9,1.00,23.6,0,16,2016
23,9,1.00,19.9,0,17,2016
23,9,1.00,19.2,0,18,2016
23,9,1.00,26.0,0,19,2016
23,9,1.00,29.8,0,20,2016
23,9,1.00,31.0,0,21,2016
23,9,1.00,37.8,0,22,2016
23,9,1.00,23.9,0,23,2016
24,9,1.00,15.9,0,0,2016
24,9,1.00,15.7,0,1,2016
24,9,1.00,15.7,0,2,2016
24,9,1.00,15.5,0,3,2016
25,9,1.00,16.6,0,19,2016
25,9,1.00,15.8,0,20,2016
25,9,1.00,10.4,0,21,2016
25,9,1.00,13.3,0,22,2016
25,9,1.00,4.4,0,23,2016
26,9,1.00,14.8,0,0,2016
26,9,1.00,10.5,0,1,2016
26,9,1.00,8.2,0,2,2016
26,9,1.00,8.8,0,3,2016
26,9,1.00,8.2,0,4,2016
26,9,1.00,27.3,0,5,2016
26,9,1.00,10.5,0,6,2016
26,9,1.00,9.1,0,7,2016
26,9,1.00,17.3,0,8,2016
26,9,1.00,19.9,0,9,2016
26,9,1.00,20.4,0,10,2016
26,9,1.00,8.5,0,11,2016
26,9,1.00,13.9,0,12,2016
26,9,1.00,10.8,0,13,2016
26,9,1.00,15.9,0,14,2016
26,9,1.00,14.5,0,15,2016
26,9,1.00,10.5,0,16,2016
26,9,1.00,6.6,0,17,2016
26,9,1.00,15.4,0,18,2016
26,9,1.00,21.9,0,19,2016
26,9,1.00,7.7,0,20,2016
26,9,1.00,15.8,0,21,2016
26,9,1.00,19.1,0,22,2016
26,9,1.00,15.0,0,23,2016
27,9,1.00,5.4,0,0,2016
27,9,1.00,14.1,0,1,2016
27,9,1.00,7.7,0,2,2016
27,9,1.00,9.9,0,3,2016
27,9,1.00,23.3,0,4,2016
27,9,1.00,6.0,0,5,2016
27,9,1.00,13.5,0,6,2016
27,9,1.00,20.0,0,7,2016
27,9,1.00,13.8,0,8,2016
27,9,1.00,18.8,0,9,2016
27,9,1.00,17.7,0,10,2016
27,9,1.00,23.5,0,11,2016
27,9,1.00,13.1,0,12,2016
27,9,1.00,6.9,0,13,2016
27,9,1.00,11.1,0,14,2016
27,9,1.00,15.8,0,15,2016
27,9,1.00,12.6,0,16,2016
27,9,1.00,11.4,0,17,2016
27,9,1.00,11.9,0,18,2016
27,9,1.00,17.3,0,19,2016
27,9,1.00,20.2,0,20,2016
27,9,1.00,11.9,0,21,2016
27,9,1.00,12.1,0,22,2016
27,9,1.00,10.5,0,23,2016
28,9,1.00,9.5,0,0,2016
28,9,1.00,12.0,0,1,2016
28,9,1.00,12.7,0,2,2016
28,9,1.00,32.2,0,3,2016
28,9,1.00,27.6,0,4,2016
28,9,1.00,9.7,0,5,2016
28,9,1.00,11.4,0,6,2016
28,9,1.00,17.8,0,8,2016
28,9,1.00,19.0,0,9,2016
28,9,1.00,13.8,0,10,2016
28,9,1.00,13.7,0,11,2016
28,9,1.00,12.5,0,12,2016
28,9,1.00,20.6,0,13,2016
28,9,1.00,15.0,0,14,2016
28,9,1.00,4.9,0,15,2016
28,9,1.00,8.7,0,16,2016
28,9,1.00,11.7,0,17,2016
28,9,1.00,13.5,0,18,2016
28,9,1.00,14.0,0,19,2016
28,9,1.00,13.7,0,20,2016
28,9,1.00,10.3,0,21,2016
28,9,1.00,23.3,0,22,2016
28,9,1.00,21.2,0,23,2016
29,9,1.00,15.3,0,0,2016
29,9,1.00,18.9,0,1,2016
29,9,1.00,4.5,0,2,2016
29,9,1.00,12.6,0,3,2016
29,9,1.00,6.4,0,4,2016
29,9,1.00,14.1,0,5,2016
29,9,1.00,9.5,0,6,2016
29,9,1.00,8.2,0,7,2016
29,9,1.00,10.7,0,8,2016
29,9,1.00,6.2,0,9,2016
29,9,1.00,15.3,0,10,2016
29,9,1.00,20.5,0,11,2016
29,9,1.00,13.7,0,12,2016
29,9,1.00,15.2,0,13,2016
29,9,1.00,9.8,0,14,2016
29,9,1.00,9.0,0,15,2016
29,9,1.00,15.2,0,16,2016
29,9,1.00,10.5,0,17,2016
29,9,1.00,12.4,0,18,2016
29,9,1.00,9.5,0,19,2016
29,9,1.00,8.6,0,20,2016
29,9,1.00,15.3,0,21,2016
29,9,1.00,22.5,0,22,2016
29,9,1.00,17.7,0,23,2016
30,9,1.00,9.7,0,0,2016
30,9,1.00,9.1,0,1,2016
30,9,1.00,15.9,0,2,2016
30,9,1.00,9.4,0,3,2016
30,9,1.00,15.6,0,4,2016
30,9,1.00,14.6,0,5,2016
30,9,1.00,15.1,0,6,2016
30,9,1.00,29.1,0,7,2016
30,9,1.00,31.1,0,8,2016
30,9,1.00,31.1,0,9,2016
30,9,1.00,21.9,0,10,2016
30,9,1.00,15.0,0,11,2016
30,9,1.00,9.0,0,12,2016
30,9,1.00,19.8,0,13,2016
30,9,1.00,23.2,0,14,2016
30,9,1.00,31.2,0,15,2016
30,9,1.00,15.7,0,16,2016
30,9,1.00,6.6,0,17,2016
30,9,1.00,3.5,0,18,2016
30,9,1.00,7.2,0,19,2016
30,9,1.00,11.9,0,20,2016
30,9,1.00,11.6,0,21,2016
30,9,1.00,15.9,0,22,2016
30,9,1.00,4.1,0,23,2016
1,10,1.00,13.3,0,0,2016
1,10,1.00,20.6,0,1,2016
1,10,1.00,3.5,0,2,2016
1,10,1.00,11.0,0,3,2016
1,10,1.00,19.0,0,4,2016
1,10,1.00,16.8,0,5,2016
1,10,1.00,13.4,0,6,2016
1,10,1.00,29.8,0,7,2016
1,10,1.00,42.0,0,8,2016
1,10,1.00,6.2,0,9,2016
1,10,1.00,10.7,0,10,2016
1,10,1.00,13.3,0,11,2016
1,10,1.00,15.3,0,12,2016
1,10,1.00,20.5,0,13,2016
1,10,1.00,9.9,0,14,2016
1,10,1.00,12.9,0,15,2016
1,10,1.00,12.5,0,16,2016
1,10,1.00,15.8,0,17,2016
1,10,1.00,15.0,0,18,2016
1,10,1.00,12.5,0,19,2016
1,10,1.00,9.8,0,20,2016
1,10,1.00,16.3,0,21,2016
1,10,1.00,16.1,0,22,2016
1,10,1.00,22.8,0,23,2016
2,10,1.00,11.0,0,0,2016
2,10,1.00,8.8,0,1,2016
2,10,1.00,14.4,0,2,2016
2,10,1.00,10.0,0,3,2016
2,10,1.00,10.0,0,4,2016
2,10,1.00,15.4,0,5,2016
2,10,1.00,5.6,0,6,2016
2,10,1.00,5.1,0,7,2016
2,10,1.00,24.2,0,8,2016
2,10,1.00,21.4,0,9,2016
2,10,1.00,13.5,0,10,2016
2,10,1.00,16.2,0,11,2016
2,10,1.00,8.7,0,13,2016
2,10,1.00,4.8,0,14,2016
2,10,1.00,17.0,0,15,2016
2,10,1.00,13.2,0,16,2016
2,10,1.00,11.0,0,17,2016
2,10,1.00,4.4,0,18,2016
2,10,1.00,15.0,0,19,2016
2,10,1.00,16.6,0,20,2016
2,10,1.00,13.3,0,21,2016
2,10,1.00,19.4,0,22,2016
2,10,1.00,13.0,0,23,2016
3,10,1.00,4.2,0,0,2016
3,10,1.00,11.2,0,1,2016
3,10,1.00,5.2,0,2,2016
3,10,1.00,10.0,0,3,2016
3,10,1.00,28.8,0,4,2016
3,10,1.00,63.7,0,5,2016
3,10,1.00,30.0,0,6,2016
3,10,1.00,3.9,0,8,2016
3,10,1.00,30.5,0,9,2016
3,10,1.00,45.1,0,10,2016
3,10,1.00,47.5,0,11,2016
3,10,1.00,43.6,0,12,2016
3,10,1.00,45.7,0,13,2016
3,10,1.00,37.7,0,14,2016
3,10,1.00,32.6,0,15,2016
3,10,1.00,18.2,0,16,2016
3,10,1.00,34.9,0,18,2016
3,10,1.00,32.3,0,19,2016
3,10,1.00,34.4,0,20,2016
3,10,1.00,43.2,0,21,2016
3,10,1.00,42.4,0,22,2016
3,10,1.00,42.7,0,23,2016
4,10,1.00,3.2,0,0,2016
4,10,1.00,3.4,0,1,2016
4,10,1.00,3.0,0,2,2016
4,10,1.00,9.9,0,4,2016
4,10,1.00,23.3,0,5,2016
4,10,1.00,12.3,0,6,2016
4,10,1.00,10.6,0,7,2016
4,10,1.00,20.2,0,8,2016
4,10,1.00,22.7,0,9,2016
4,10,1.00,16.3,0,10,2016
4,10,1.00,14.3,0,11,2016
4,10,1.00,6.1,0,12,2016
4,10,1.00,7.7,0,13,2016
4,10,1.00,16.5,0,14,2016
4,10,1.00,14.0,0,15,2016
4,10,1.00,12.9,0,16,2016
4,10,1.00,13.3,0,17,2016
4,10,1.00,6.4,0,18,2016
4,10,1.00,16.2,0,19,2016
4,10,1.00,10.7,0,20,2016
4,10,1.00,21.7,0,21,2016
4,10,1.00,9.7,0,22,2016
4,10,1.00,13.4,0,23,2016
5,10,1.00,17.6,0,1,2016
5,10,1.00,8.9,0,2,2016
5,10,1.00,7.5,0,3,2016
5,10,1.00,10.3,0,4,2016
5,10,1.00,16.0,0,5,2016
5,10,1.00,22.4,0,6,2016
5,10,1.00,20.9,0,7,2016
5,10,1.00,22.2,0,8,2016
5,10,1.00,18.5,0,9,2016
5,10,1.00,15.8,0,10,2016
5,10,1.00,14.8,0,12,2016
5,10,1.00,13.3,0,13,2016
5,10,1.00,4.4,0,14,2016
5,10,1.00,3.5,0,15,2016
5,10,1.00,10.2,0,16,2016
5,10,1.00,11.4,0,17,2016
5,10,1.00,6.9,0,18,2016
5,10,1.00,6.7,0,19,2016
5,10,1.00,4.2,0,20,2016
5,10,1.00,5.3,0,21,2016
5,10,1.00,5.2,0,22,2016
5,10,1.00,7.0,0,23,2016
6,10,1.00,14.8,0,0,2016
6,10,1.00,6.5,0,1,2016
6,10,1.00,6.3,0,2,2016
6,10,1.00,5.3,0,3,2016
6,10,1.00,12.7,0,4,2016
6,10,1.00,26.3,0,5,2016
6,10,1.00,16.4,0,6,2016
6,10,1.00,18.2,0,7,2016
6,10,1.00,14.1,0,8,2016
6,10,1.00,13.9,0,9,2016
6,10,1.00,15.7,0,10,2016
6,10,1.00,13.4,0,11,2016
6,10,1.00,11.5,0,12,2016
6,10,1.00,12.7,0,13,2016
6,10,1.00,9.2,0,14,2016
6,10,1.00,13.1,0,15,2016
6,10,1.00,18.5,0,16,2016
6,10,1.00,14.1,0,17,2016
6,10,1.00,8.0,0,18,2016
6,10,1.00,14.1,0,19,2016
6,10,1.00,23.5,0,20,2016
6,10,1.00,24.5,0,21,2016
6,10,1.00,15.5,0,22,2016
6,10,1.00,10.5,0,23,2016
7,10,1.00,7.3,0,0,2016
7,10,1.00,8.6,0,1,2016
7,10,1.00,8.5,0,2,2016
7,10,1.00,5.9,0,3,2016
7,10,1.00,17.9,0,4,2016
7,10,1.00,19.9,0,6,2016
7,10,1.00,23.0,0,7,2016
7,10,1.00,16.5,0,8,2016
7,10,1.00,16.9,0,9,2016
7,10,1.00,20.2,0,10,2016
7,10,1.00,20.1,0,11,2016
7,10,1.00,11.8,0,12,2016
7,10,1.00,19.9,0,13,2016
7,10,1.00,20.8,0,14,2016
7,10,1.00,15.2,0,15,2016
7,10,1.00,11.4,0,16,2016
7,10,1.00,12.9,0,17,2016
7,10,1.00,17.4,0,18,2016
7,10,1.00,15.2,0,19,2016
7,10,1.00,13.2,0,20,2016
7,10,1.00,20.0,0,21,2016
7,10,1.00,17.4,0,22,2016
7,10,1.00,13.8,0,23,2016
8,10,1.00,9.7,0,0,2016
8,10,1.00,11.7,0,1,2016
8,10,1.00,15.3,0,3,2016
8,10,1.00,17.7,0,4,2016
8,10,1.00,23.4,0,5,2016
8,10,1.00,20.1,0,6,2016
8,10,1.00,27.4,0,7,2016
8,10,1.00,25.3,0,8,2016
8,10,1.00,18.9,0,9,2016
8,10,1.00,15.8,0,10,2016
8,10,1.00,18.5,0,11,2016
8,10,1.00,25.5,0,12,2016
8,10,1.00,17.9,0,13,2016
8,10,1.00,22.6,0,14,2016
8,10,1.00,15.7,0,15,2016
8,10,1.00,12.6,0,16,2016
8,10,1.00,14.2,0,17,2016
8,10,1.00,19.2,0,18,2016
8,10,1.00,19.2,0,19,2016
8,10,1.00,15.9,0,20,2016
8,10,1.00,14.3,0,21,2016
8,10,1.00,27.8,0,22,2016
8,10,1.00,18.1,0,23,2016
9,10,1.00,13.9,0,0,2016
9,10,1.00,22.8,0,1,2016
9,10,1.00,8.2,0,2,2016
9,10,1.00,18.5,0,3,2016
9,10,1.00,13.1,0,4,2016
9,10,1.00,30.1,0,5,2016
9,10,1.00,19.3,0,6,2016
9,10,1.00,19.7,0,7,2016
9,10,1.00,27.3,0,8,2016
9,10,1.00,22.8,0,9,2016
9,10,1.00,25.7,0,10,2016
9,10,1.00,20.6,0,11,2016
9,10,1.00,23.8,0,12,2016
9,10,1.00,13.9,0,13,2016
9,10,1.00,20.5,0,14,2016
9,10,1.00,16.3,0,15,2016
9,10,1.00,16.4,0,16,2016
9,10,1.00,15.6,0,17,2016
9,10,1.00,16.5,0,18,2016
9,10,1.00,23.2,0,19,2016
9,10,1.00,9.4,0,20,2016
9,10,1.00,15.5,0,21,2016
9,10,1.00,17.7,0,22,2016
9,10,1.00,20.4,0,23,2016
10,10,1.00,8.4,0,0,2016
10,10,1.00,17.7,0,1,2016
10,10,1.00,9.5,0,2,2016
10,10,1.00,10.8,0,3,2016
10,10,1.00,24.2,0,4,2016
10,10,1.00,30.5,0,5,2016
10,10,1.00,13.2,0,6,2016
10,10,1.00,10.9,0,7,2016
10,10,1.00,17.0,0,8,2016
10,10,1.00,21.7,0,9,2016
10,10,1.00,22.0,0,10,2016
10,10,1.00,19.7,0,11,2016
10,10,1.00,17.0,0,12,2016
10,10,1.00,13.6,0,13,2016
10,10,1.00,18.1,0,14,2016
10,10,1.00,17.0,0,15,2016
10,10,1.00,16.5,0,16,2016
10,10,1.00,13.9,0,17,2016
10,10,1.00,15.7,0,18,2016
10,10,1.00,16.0,0,19,2016
10,10,1.00,15.7,0,20,2016
10,10,1.00,18.9,0,21,2016
10,10,1.00,36.8,0,22,2016
10,10,1.00,24.2,0,23,2016
11,10,1.00,14.1,0,0,2016
11,10,1.00,14.0,0,1,2016
11,10,1.00,13.0,0,2,2016
11,10,1.00,13.7,0,3,2016
11,10,1.00,13.4,0,4,2016
11,10,0.00,15.4,0,5,2016
