Date,Day,Month,PM10_mask,PM2.5,Retrospective,UTC Hour,Year,latitude,longitude
2016-12-18,18,12,0.00,44.0,0,15,2016,18.7904,98.9847
2016-12-18,18,12,0.00,23.2,0,16,2016,18.7904,98.9847
2016-12-18,18,12,0.00,29.4,0,17,2016,18.7904,98.9847
2016-12-18,18,12,0.00,26.3,0,18,2016,18.7904,98.9847
2016-12-18,18,12,0.00,25.3,0,19,2016,18.7904,98.9847
2016-12-18,18,12,0.00,22.0,0,20,2016,18.7904,98.9847
2016-12-18,18,12,0.00,21.9,0,21,2016,18.7904,98.9847
2016-12-18,18,12,0.00,20.5,0,22,2016,18.7904,98.9847
2016-12-18,18,12,0.00,20.1,0,23,2016,18.7904,98.9847
2016-12-19,19,12,0.00,22.6,0,0,2016,18.7904,98.9847
2016-12-19,19,12,0.00,21.6,0,1,2016,18.7904,98.9847
2016-12-19,19,12,0.00,25.3,0,2,2016,18.7904,98.9847
2016-12-19,19,12,0.00,27.0,0,3,2016,18.7904,98.9847
2016-12-19,19,12,0.00,13.8,0,4,2016,18.7904,98.9847
2016-12-19,19,12,0.00,24.0,0,5,2016,18.7904,98.9847
2016-12-19,19,12,0.00,29.7,0,6,2016,18.7904,98.9847
2016-12-19,19,12,0.00,32.3,0,7,2016,18.7904,98.9847
2016-12-19,19,12,0.00,29.3,0,8,2016,18.7904,98.9847
2016-12-19,19,12,0.00,27.0,0,9,2016,18.7904,98.9847
2016-12-19,19,12,0.00,25.9,0,10,2016,18.7904,98.9847
2016-12-19,19,12,0.00,27.2,0,11,2016,18.7904,98.9847
2016-12-19,19,12,0.00,32.0,0,12,2016,18.7904,98.9847
2016-12-19,19,12,0.00,26.2,0,13,2016,18.7904,98.9847
2016-12-19,19,12,0.00,27.9,0,14,2016,18.7904,98.9847
2016-12-19,19,12,0.00,21.4,0,15,2016,18.7904,98.9847
2016-12-19,19,12,0.00,20.4,0,16,2016,18.7904,98.9847
2016-12-19,19,12,0.00,32.2,0,17,2016,18.7904,98.9847
2016-12-19,19,12,0.00,38.8,0,18,2016,18.7904,98.9847
2016-12-19,19,12,0.00,32.2,0,19,2016,18.7904,98.9847
2016-12-19,19,12,0.00,26.3,0,20,2016,18.7904,98.9847
2016-12-19,19,12,0.00,22.3,0,21,2016,18.7904,98.9847
2016-12-19,19,12,0.00,13.6,0,22,2016,18.7904,98.9847
2016-12-19,19,12,0.00,17.1,0,23,2016,18.7904,98.9847
2016-12-20,20,12,0.00,19.6,0,0,2016,18.7904,98.9847
2016-12-20,20,12,0.00,24.7,0,1,2016,18.7904,98.9847
2016-12-20,20,12,0.00,36.7,0,2,2016,18.7904,98.9847
2016-12-20,20,12,0.00,30.6,0,3,2016,18.7904,98.9847
2016-12-20,20,12,0.00,35.4,0,4,2016,18.7904,98.9847
2016-12-20,20,12,0.00,33.1,0,5,2016,18.7904,98.9847
2016-12-20,20,12,0.00,33.1,0,6,2016,18.7904,98.9847
2016-12-20,20,12,0.00,34.8,0,7,2016,18.7904,98.9847
2016-12-20,20,12,0.00,39.9,0,8,2016,18.7904,98.9847
2016-12-20,20,12,0.00,29.4,0,9,2016,18.7904,98.9847
2016-12-20,20,12,0.00,23.6,0,10,2016,18.7904,98.9847
2016-12-20,20,12,0.00,11.1,0,11,2016,18.7904,98.9847
2016-12-20,20,12,0.00,18.5,0,12,2016,18.7904,98.9847
2016-12-20,20,12,0.00,27.2,0,13,2016,18.7904,98.9847
2016-12-20,20,12,0.00,34.1,0,14,2016,18.7904,98.9847
2016-12-20,20,12,0.00,37.5,0,15,2016,18.7904,98.9847
2016-12-20,20,12,0.00,36.3,0,16,2016,18.7904,98.9847
2016-12-20,20,12,0.00,33.0,0,17,2016,18.7904,98.9847
2016-12-20,20,12,0.00,34.5,0,18,2016,18.7904,98.9847
2016-12-20,20,12,0.00,32.0,0,19,2016,18.7904,98.9847
2016-12-20,20,12,0.00,23.1,0,20,2016,18.7904,98.9847
2016-12-20,20,12,0.00,28.0,0,21,2016,18.7904,98.9847
2016-12-20,20,12,0.00,27.1,0,22,2016,18.7904,98.9847
2016-12-20,20,12,0.00,19.8,0,23,2016,18.7904,98.9847
2016-12-21,21,12,0.00,26.8,0,0,2016,18.7904,98.9847
2016-12-21,21,12,0.00,29.2,0,1,2016,18.7904,98.9847
2016-12-21,21,12,0.00,31.2,0,2,2016,18.7904,98.9847
2016-12-21,21,12,0.00,22.4,0,3,2016,18.7904,98.9847
2016-12-21,21,12,0.00,24.0,0,4,2016,18.7904,98.9847
2016-12-21,21,12,0.00,26.9,0,5,2016,18.7904,98.9847
2016-12-21,21,12,0.00,28.1,0,6,2016,18.7904,98.9847
2016-12-21,21,12,0.00,31.0,0,7,2016,18.7904,98.9847
2016-12-21,21,12,0.00,31.0,0,8,2016,18.7904,98.9847
2016-12-21,21,12,0.00,29.8,0,9,2016,18.7904,98.9847
2016-12-21,21,12,0.00,24.6,0,10,2016,18.7904,98.9847
2016-12-21,21,12,0.00,18.7,0,11,2016,18.7904,98.9847
2016-12-21,21,12,0.00,21.2,0,12,2016,18.7904,98.9847
2016-12-21,21,12,0.00,26.1,0,13,2016,18.7904,98.9847
2016-12-21,21,12,0.00,30.2,0,14,2016,18.7904,98.9847
2016-12-21,21,12,0.00,29.5,0,15,2016,18.7904,98.9847
2016-12-21,21,12,0.00,34.0,0,16,2016,18.7904,98.9847
2016-12-21,21,12,0.00,27.0,0,17,2016,18.7904,98.9847
2016-12-21,21,12,0.00,19.2,0,18,2016,18.7904,98.9847
2016-12-21,21,12,0.00,33.5,0,19,2016,18.7904,98.9847
2016-12-21,21,12,0.00,29.5,0,20,2016,18.7904,98.9847
2016-12-21,21,12,0.00,27.8,0,21,2016,18.7904,98.9847
2016-12-21,21,12,0.00,22.9,0,22,2016,18.7904,98.9847
2016-12-21,21,12,0.00,23.7,0,23,2016,18.7904,98.9847
2016-12-22,22,12,0.00,21.5,0,0,2016,18.7904,98.9847
2016-12-22,22,12,0.00,24.9,0,1,2016,18.7904,98.9847
2016-12-22,22,12,0.00,28.4,0,2,2016,18.7904,98.9847
2016-12-22,22,12,0.00,26.6,0,3,2016,18.7904,98.9847
2016-12-22,22,12,0.00,29.7,0,4,2016,18.7904,98.9847
2016-12-22,22,12,0.00,29.5,0,5,2016,18.7904,98.9847
2016-12-22,22,12,0.00,30.5,0,6,2016,18.7904,98.9847
2016-12-22,22,12,0.00,29.6,0,7,2016,18.7904,98.9847
2016-12-22,22,12,0.00,30.8,0,8,2016,18.7904,98.9847
2016-12-22,22,12,0.00,29.6,0,9,2016,18.7904,98.9847
2016-12-22,22,12,0.00,22.0,0,10,2016,18.7904,98.9847
2016-12-22,22,12,0.00,24.7,0,11,2016,18.7904,98.9847
2016-12-22,22,12,0.00,22.8,0,12,2016,18.7904,98.9847
2016-12-22,22,12,0.00,34.3,0,14,2016,18.7904,98.9847
2016-12-22,22,12,0.00,31.5,0,16,2016,18.7904,98.9847
2016-12-22,22,12,0.00,33.7,0,17,2016,18.7904,98.9847
2016-12-22,22,12,1.00,31.6,0,18,2016,18.7904,98.9847
2016-12-22,22,12,1.00,30.0,0,19,2016,18.7904,98.9847
2016-12-22,22,12,0.00,30.2,0,20,2016,18.7904,98.9847
2016-12-22,22,12,0.00,25.3,0,21,2016,18.7904,98.9847
2016-12-22,22,12,0.00,22.4,0,22,2016,18.7904,98.9847
2016-12-22,22,12,0.00,22.5,0,23,2016,18.7904,98.9847
2016-12-23,23,12,0.00,22.7,0,0,2016,18.7904,98.9847
2016-12-23,23,12,0.00,24.1,0,1,2016,18.7904,98.9847
2016-12-23,23,12,0.00,23.5,0,2,2016,18.7904,98.9847
2016-12-23,23,12,0.00,24.7,0,3,2016,18.7904,98.9847
2016-12-23,23,12,0.00,21.0,0,4,2016,18.7904,98.9847
2016-12-23,23,12,0.00,24.5,0,5,2016,18.7904,98.9847
2016-12-23,23,12,0.00,25.9,0,6,2016,18.7904,98.9847
2016-12-23,23,12,0.00,25.2,0,7,2016,18.7904,98.9847
2016-12-23,23,12,0.00,26.0,0,8,2016,18.7904,98.9847
2016-12-23,23,12,0.00,24.4,0,9,2016,18.7904,98.9847
2016-12-23,23,12,1.00,28.6,0,10,2016,18.7904,98.9847
2016-12-23,23,12,0.00,22.8,0,11,2016,18.7904,98.9847
2016-12-23,23,12,0.00,19.4,0,12,2016,18.7904,98.9847
2016-12-23,23,12,0.00,15.4,0,13,2016,18.7904,98.9847
2016-12-23,23,12,0.00,26.8,0,14,2016,18.7904,98.9847
2016-12-23,23,12,0.00,35.9,0,15,2016,18.7904,98.9847
2016-12-23,23,12,0.00,38.1,0,16,2016,18.7904,98.9847
2016-12-23,23,12,0.00,38.9,0,17,2016,18.7904,98.9847
2016-12-23,23,12,0.00,40.3,0,18,2016,18.7904,98.9847
2016-12-23,23,12,1.00,26.8,0,19,2016,18.7904,98.9847
2016-12-23,23,12,0.00,35.8,0,20,2016,18.7904,98.9847
2016-12-23,23,12,0.00,35.9,0,21,2016,18.7904,98.9847
2016-12-23,23,12,0.00,36.0,0,22,2016,18.7904,98.9847
2016-12-23,23,12,0.00,35.1,0,23,2016,18.7904,98.9847
2016-12-24,24,12,1.00,29.0,0,0,2016,18.7904,98.9847
2016-12-24,24,12,0.00,20.6,0,1,2016,18.7904,98.9847
2016-12-24,24,12,0.00,25.1,0,2,2016,18.7904,98.9847
2016-12-24,24,12,0.00,22.1,0,3,2016,18.7904,98.9847
2016-12-24,24,12,0.00,13.9,0,4,2016,18.7904,98.9847
2016-12-24,24,12,0.00,13.9,0,5,2016,18.7904,98.9847
2016-12-24,24,12,0.00,27.4,0,6,2016,18.7904,98.9847
2016-12-24,24,12,0.00,32.4,0,7,2016,18.7904,98.9847
2016-12-24,24,12,0.00,35.6,0,8,2016,18.7904,98.9847
2016-12-24,24,12,0.00,32.3,0,9,2016,18.7904,98.9847
2016-12-24,24,12,0.00,21.7,0,10,2016,18.7904,98.9847
2016-12-24,24,12,0.00,9.5,0,11,2016,18.7904,98.9847
2016-12-24,24,12,0.00,18.9,0,12,2016,18.7904,98.9847
2016-12-24,24,12,0.00,35.1,0,13,2016,18.7904,98.9847
2016-12-24,24,12,0.00,39.1,0,14,2016,18.7904,98.9847
2016-12-24,24,12,0.00,35.2,0,15,2016,18.7904,98.9847
2016-12-24,24,12,0.00,36.1,0,16,2016,18.7904,98.9847
2016-12-24,24,12,0.00,39.9,0,17,2016,18.7904,98.9847
2016-12-24,24,12,0.00,43.3,0,18,2016,18.7904,98.9847
2016-12-24,24,12,0.00,33.1,0,19,2016,18.7904,98.9847
2016-12-24,24,12,0.00,20.3,0,20,2016,18.7904,98.9847
2016-12-24,24,12,0.00,20.2,0,21,2016,18.7904,98.9847
2016-12-24,24,12,0.00,26.3,0,22,2016,18.7904,98.9847
2016-12-24,24,12,0.00,24.1,0,23,2016,18.7904,98.9847
2016-12-25,25,12,0.00,25.6,0,0,2016,18.7904,98.9847
2016-12-25,25,12,0.00,25.0,0,1,2016,18.7904,98.9847
2016-12-25,25,12,0.00,23.2,0,2,2016,18.7904,98.9847
2016-12-25,25,12,0.00,11.9,0,3,2016,18.7904,98.9847
2016-12-25,25,12,0.00,10.0,0,4,2016,18.7904,98.9847
2016-12-25,25,12,0.00,25.2,0,5,2016,18.7904,98.9847
2016-12-25,25,12,0.00,25.8,0,6,2016,18.7904,98.9847
2016-12-25,25,12,0.00,37.1,0,7,2016,18.7904,98.9847
2016-12-25,25,12,0.00,47.7,0,8,2016,18.7904,98.9847
2016-12-25,25,12,1.00,29.3,0,9,2016,18.7904,98.9847
2016-12-25,25,12,1.00,29.4,0,10,2016,18.7904,98.9847
2016-12-25,25,12,0.00,29.5,0,11,2016,18.7904,98.9847
2016-12-25,25,12,0.00,22.0,0,12,2016,18.7904,98.9847
2016-12-25,25,12,0.00,20.1,0,13,2016,18.7904,98.9847
2016-12-25,25,12,0.00,15.7,0,14,2016,18.7904,98.9847
2016-12-25,25,12,0.00,20.6,0,15,2016,18.7904,98.9847
2016-12-25,25,12,0.00,36.5,0,16,2016,18.7904,98.9847
2016-12-25,25,12,0.00,40.3,0,17,2016,18.7904,98.9847
2016-12-25,25,12,0.00,29.0,0,18,2016,18.7904,98.9847
2016-12-25,25,12,0.00,22.8,0,19,2016,18.7904,98.9847
2016-12-25,25,12,0.00,33.4,0,20,2016,18.7904,98.9847
2016-12-25,25,12,1.00,18.9,0,21,2016,18.7904,98.9847
2016-12-25,25,12,1.00,25.6,0,22,2016,18.7904,98.9847
2016-12-25,25,12,0.00,28.6,0,23,2016,18.7904,98.9847
2016-12-26,26,12,0.00,28.8,0,0,2016,18.7904,98.9847
2016-12-26,26,12,0.00,27.0,0,1,2016,18.7904,98.9847
2016-12-26,26,12,0.00,26.6,0,2,2016,18.7904,98.9847
2016-12-26,26,12,0.00,22.9,0,3,2016,18.7904,98.9847
2016-12-26,26,12,0.00,23.8,0,4,2016,18.7904,98.9847
2016-12-26,26,12,0.00,15.6,0,5,2016,18.7904,98.9847
2016-12-26,26,12,0.00,16.1,0,6,2016,18.7904,98.9847
2016-12-26,26,12,0.00,20.3,0,7,2016,18.7904,98.9847
2016-12-26,26,12,0.00,19.7,0,8,2016,18.7904,98.9847
2016-12-26,26,12,0.00,17.9,0,9,2016,18.7904,98.9847
2016-12-26,26,12,0.00,15.8,0,10,2016,18.7904,98.9847
2016-12-26,26,12,0.00,16.3,0,11,2016,18.7904,98.9847
2016-12-26,26,12,0.00,30.0,0,12,2016,18.7904,98.9847
2016-12-26,26,12,0.00,35.4,0,13,2016,18.7904,98.9847
2016-12-26,26,12,0.00,31.9,0,14,2016,18.7904,98.9847
2016-12-26,26,12,0.00,38.0,0,15,2016,18.7904,98.9847
2016-12-26,26,12,0.00,31.7,0,16,2016,18.7904,98.9847
2016-12-26,26,12,0.00,41.2,0,17,2016,18.7904,98.9847
2016-12-26,26,12,0.00,43.3,0,18,2016,18.7904,98.9847
2016-12-26,26,12,0.00,38.7,0,19,2016,18.7904,98.9847
2016-12-26,26,12,0.00,32.6,0,20,2016,18.7904,98.9847
2016-12-26,26,12,0.00,31.9,0,21,2016,18.7904,98.9847
2016-12-26,26,12,0.00,27.7,0,22,2016,18.7904,98.9847
2016-12-26,26,12,0.00,23.6,0,23,2016,18.7904,98.9847
2016-12-27,27,12,0.00,22.7,0,0,2016,18.7904,98.9847
2016-12-27,27,12,0.00,24.0,0,1,2016,18.7904,98.9847
2016-12-27,27,12,0.00,22.2,0,2,2016,18.7904,98.9847
2016-12-27,27,12,0.00,26.5,0,3,2016,18.7904,98.9847
2016-12-27,27,12,0.00,28.0,0,4,2016,18.7904,98.9847
2016-12-27,27,12,0.00,23.4,0,5,2016,18.7904,98.9847
2016-12-27,27,12,0.00,27.1,0,6,2016,18.7904,98.9847
2016-12-27,27,12,1.00,21.0,0,7,2016,18.7904,98.9847
2016-12-27,27,12,1.00,21.5,0,8,2016,18.7904,98.9847
2016-12-27,27,12,1.00,16.9,0,9,2016,18.7904,98.9847
2016-12-27,27,12,1.00,22.8,0,10,2016,18.7904,98.9847
2016-12-27,27,12,0.00,30.7,0,11,2016,18.7904,98.9847
2016-12-27,27,12,0.00,24.7,0,12,2016,18.7904,98.9847
2016-12-27,27,12,0.00,20.5,0,13,2016,18.7904,98.9847
2016-12-27,27,12,0.00,29.6,0,14,2016,18.7904,98.9847
2016-12-27,27,12,0.00,29.6,0,15,2016,18.7904,98.9847
2016-12-27,27,12,0.00,38.2,0,16,2016,18.7904,98.9847
2016-12-27,27,12,0.00,40.5,0,17,2016,18.7904,98.9847
2016-12-27,27,12,0.00,29.9,0,18,2016,18.7904,98.9847
2016-12-27,27,12,0.00,29.7,0,19,2016,18.7904,98.9847
2016-12-27,27,12,0.00,31.0,0,20,2016,18.7904,98.9847
2016-12-27,27,12,1.00,24.9,0,21,2016,18.7904,98.9847
2016-12-27,27,12,0.00,23.4,0,22,2016,18.7904,98.9847
2016-12-27,27,12,0.00,22.0,0,23,2016,18.7904,98.9847
2016-12-28,28,12,0.00,18.9,0,0,2016,18.7904,98.9847
2016-12-28,28,12,0.00,21.0,0,1,2016,18.7904,98.9847
2016-12-28,28,12,0.00,26.5,0,2,2016,18.7904,98.9847
2016-12-28,28,12,0.00,25.8,0,3,2016,18.7904,98.9847
2016-12-28,28,12,0.00,26.4,0,4,2016,18.7904,98.9847
2016-12-28,28,12,0.00,29.9,0,5,2016,18.7904,98.9847
2016-12-28,28,12,0.00,32.4,0,6,2016,18.7904,98.9847
2016-12-28,28,12,0.00,27.9,0,7,2016,18.7904,98.9847
2016-12-28,28,12,0.00,6.3,0,8,2016,18.7904,98.9847
2016-12-28,28,12,0.00,7.2,0,10,2016,18.7904,98.9847
2016-12-28,28,12,0.00,7.2,0,11,2016,18.7904,98.9847
2016-12-28,28,12,0.00,26.9,0,12,2016,18.7904,98.9847
2016-12-28,28,12,0.00,30.4,0,13,2016,18.7904,98.9847
2016-12-28,28,12,0.00,32.7,0,14,2016,18.7904,98.9847
2016-12-28,28,12,0.00,33.6,0,15,2016,18.7904,98.9847
2016-12-28,28,12,0.00,31.7,0,16,2016,18.7904,98.9847
2016-12-28,28,12,0.00,49.2,0,17,2016,18.7904,98.9847
2016-12-28,28,12,0.00,48.4,0,18,2016,18.7904,98.9847
2016-12-28,28,12,1.00,21.5,0,19,2016,18.7904,98.9847
2016-12-28,28,12,1.00,25.2,0,20,2016,18.7904,98.9847
2016-12-28,28,12,1.00,21.4,0,21,2016,18.7904,98.9847
2016-12-28,28,12,1.00,21.4,0,22,2016,18.7904,98.9847
2016-12-28,28,12,0.00,16.3,0,23,2016,18.7904,98.9847
2016-12-29,29,12,0.00,11.1,0,0,2016,18.7904,98.9847
2016-12-29,29,12,0.00,11.5,0,1,2016,18.7904,98.9847
2016-12-29,29,12,1.00,24.1,0,2,2016,18.7904,98.9847
2016-12-29,29,12,0.00,22.7,0,3,2016,18.7904,98.9847
2016-12-29,29,12,0.00,26.1,0,4,2016,18.7904,98.9847
2016-12-29,29,12,0.00,26.3,0,5,2016,18.7904,98.9847
2016-12-29,29,12,0.00,30.2,0,6,2016,18.7904,98.9847
2016-12-29,29,12,0.00,29.1,0,7,2016,18.7904,98.9847
2016-12-29,29,12,0.00,27.7,0,8,2016,18.7904,98.9847
2016-12-29,29,12,0.00,31.3,0,9,2016,18.7904,98.9847
2016-12-29,29,12,0.00,33.4,0,10,2016,18.7904,98.9847
2016-12-29,29,12,0.00,30.3,0,11,2016,18.7904,98.9847
2016-12-29,29,12,0.00,25.9,0,12,2016,18.7904,98.9847
2016-12-29,29,12,0.00,31.6,0,13,2016,18.7904,98.9847
2016-12-29,29,12,0.00,37.6,0,14,2016,18.7904,98.9847
2016-12-29,29,12,0.00,32.7,0,15,2016,18.7904,98.9847
2016-12-29,29,12,0.00,27.4,0,16,2016,18.7904,98.9847
2016-12-29,29,12,0.00,22.9,0,17,2016,18.7904,98.9847
2016-12-29,29,12,0.00,14.2,0,18,2016,18.7904,98.9847
2016-12-29,29,12,0.00,14.3,0,19,2016,18.7904,98.9847
2016-12-29,29,12,0.00,17.4,0,20,2016,18.7904,98.9847
2016-12-29,29,12,0.00,23.0,0,21,2016,18.7904,98.9847
2016-12-29,29,12,0.00,24.0,0,22,2016,18.7904,98.9847
2016-12-29,29,12,0.00,21.6,0,23,2016,18.7904,98.9847
2016-12-30,30,12,0.00,21.5,0,0,2016,18.7904,98.9847
2016-12-30,30,12,0.00,23.2,0,1,2016,18.7904,98.9847
2016-12-30,30,12,0.00,23.8,0,2,2016,18.7904,98.9847
2016-12-30,30,12,0.00,21.8,0,3,2016,18.7904,98.9847
2016-12-30,30,12,0.00,19.7,0,4,2016,18.7904,98.9847
2016-12-30,30,12,0.00,19.0,0,5,2016,18.7904,98.9847
2016-12-30,30,12,0.00,15.6,0,6,2016,18.7904,98.9847
2016-12-30,30,12,0.00,17.3,0,7,2016,18.7904,98.9847
2016-12-30,30,12,0.00,22.6,0,8,2016,18.7904,98.9847
2016-12-30,30,12,0.00,18.0,0,9,2016,18.7904,98.9847
2016-12-30,30,12,0.00,21.0,0,10,2016,18.7904,98.9847
2016-12-30,30,12,0.00,15.0,0,11,2016,18.7904,98.9847
2016-12-30,30,12,0.00,21.0,0,12,2016,18.7904,98.9847
2016-12-30,30,12,0.00,30.9,0,13,2016,18.7904,98.9847
2016-12-30,30,12,0.00,37.6,0,14,2016,18.7904,98.9847
2016-12-30,30,12,0.00,29.3,0,15,2016,18.7904,98.9847
2016-12-30,30,12,0.00,26.9,0,16,2016,18.7904,98.9847
2016-12-30,30,12,0.00,28.9,0,17,2016,18.7904,98.9847
2016-12-30,30,12,0.00,33.8,0,18,2016,18.7904,98.9847
2016-12-30,30,12,0.00,30.6,0,19,2016,18.7904,98.9847
2016-12-30,30,12,0.00,34.4,0,20,2016,18.7904,98.9847
2016-12-30,30,12,0.00,27.8,0,21,2016,18.7904,98.9847
2016-12-30,30,12,0.00,30.0,0,22,2016,18.7904,98.9847
2016-12-30,30,12,0.00,19.9,0,23,2016,18.7904,98.9847
2016-12-31,31,12,0.00,13.2,0,0,2016,18.7904,98.9847
2016-12-31,31,12,0.00,17.5,0,1,2016,18.7904,98.9847
2016-12-31,31,12,0.00,23.1,0,2,2016,18.7904,98.9847
2016-12-31,31,12,0.00,25.0,0,3,2016,18.7904,98.9847
2016-12-31,31,12,0.00,16.3,0,4,2016,18.7904,98.9847
2016-12-31,31,12,0.00,16.9,0,5,2016,18.7904,98.9847
2016-12-31,31,12,0.00,15.0,0,6,2016,18.7904,98.9847
2016-12-31,31,12,0.00,14.8,0,7,2016,18.7904,98.9847
2016-12-31,31,12,0.00,28.5,0,8,2016,18.7904,98.9847
2016-12-31,31,12,0.00,27.4,0,9,2016,18.7904,98.9847
2016-12-31,31,12,0.00,26.0,0,10,2016,18.7904,98.9847
2016-12-31,31,12,0.00,27.4,0,11,2016,18.7904,98.9847
2016-12-31,31,12,0.00,27.8,0,12,2016,18.7904,98.9847
2016-12-31,31,12,0.00,25.6,0,13,2016,18.7904,98.9847
2016-12-31,31,12,0.00,29.8,0,14,2016,18.7904,98.9847
2016-12-31,31,12,0.00,36.7,0,15,2016,18.7904,98.9847
2016-12-31,31,12,0.00,35.8,0,16,2016,18.7904,98.9847
2016-12-31,31,12,0.00,21.6,0,17,2016,18.7904,98.9847
2016-12-31,31,12,0.00,21.2,0,18,2016,18.7904,98.9847
2016-12-31,31,12,0.00,20.6,0,19,2016,18.7904,98.9847
2016-12-31,31,12,0.00,27.3,0,20,2016,18.7904,98.9847
2016-12-31,31,12,0.00,33.2,0,21,2016,18.7904,98.9847
2016-12-31,31,12,0.00,35.0,0,22,2016,18.7904,98.9847
2016-12-31,31,12,0.00,24.5,0,23,2016,18.7904,98.9847
2017-01-01,1,1,0.00,30.5,0,0,2017,18.7904,98.9847
2017-01-01,1,1,0.00,32.5,0,1,2017,18.7904,98.9847
2017-01-01,1,1,0.00,31.4,0,2,2017,18.7904,98.9847
2017-01-01,1,1,0.00,30.2,0,3,2017,18.7904,98.9847
2017-01-01,1,1,0.00,18.4,0,4,2017,18.7904,98.9847
2017-01-01,1,1,0.00,18.6,0,5,2017,18.7904,98.9847
2017-01-01,1,1,0.00,18.6,0,6,2017,18.7904,98.9847
2017-01-01,1,1,0.00,21.2,0,7,2017,18.7904,98.9847
2017-01-01,1,1,0.00,33.3,0,8,2017,18.7904,98.9847
2017-01-01,1,1,0.00,28.5,0,9,2017,18.7904,98.9847
2017-01-01,1,1,0.00,26.8,0,10,2017,18.7904,98.9847
2017-01-01,1,1,0.00,25.0,0,11,2017,18.7904,98.9847
2017-01-01,1,1,0.00,25.0,0,12,2017,18.7904,98.9847
2017-01-01,1,1,0.00,27.2,0,13,2017,18.7904,98.9847
2017-01-01,1,1,0.00,30.7,0,14,2017,18.7904,98.9847
2017-01-01,1,1,0.00,21.1,0,15,2017,18.7904,98.9847
2017-01-01,1,1,0.00,16.7,0,16,2017,18.7904,98.9847
2017-01-01,1,1,0.00,18.7,0,17,2017,18.7904,98.9847
2017-01-01,1,1,0.00,15.0,0,18,2017,18.7904,98.9847
2017-01-01,1,1,0.00,17.3,0,19,2017,18.7904,98.9847
2017-01-01,1,1,0.00,13.8,0,20,2017,18.7904,98.9847
2017-01-01,1,1,0.00,12.9,0,21,2017,18.7904,98.9847
2017-01-01,1,1,0.00,13.3,0,22,2017,18.7904,98.9847
2017-01-01,1,1,0.00,6.6,0,23,2017,18.7904,98.9847
2017-01-02,2,1,0.00,12.2,0,0,2017,18.7904,98.9847
2017-01-02,2,1,0.00,12.2,0,1,2017,18.7904,98.9847
2017-01-02,2,1,0.00,7.4,0,2,2017,18.7904,98.9847
2017-01-02,2,1,0.00,12.2,0,3,2017,18.7904,98.9847
2017-01-02,2,1,0.00,11.8,0,4,2017,18.7904,98.9847
2017-01-02,2,1,0.00,13.3,0,5,2017,18.7904,98.9847
2017-01-02,2,1,0.00,18.5,0,6,2017,18.7904,98.9847
2017-01-02,2,1,0.00,19.7,0,7,2017,18.7904,98.9847
2017-01-02,2,1,0.00,18.2,0,8,2017,18.7904,98.9847
2017-01-02,2,1,1.00,23.0,0,9,2017,18.7904,98.9847
2017-01-02,2,1,0.00,21.5,0,10,2017,18.7904,98.9847
2017-01-02,2,1,0.00,11.1,0,11,2017,18.7904,98.9847
2017-01-02,2,1,0.00,9.5,0,12,2017,18.7904,98.9847
2017-01-02,2,1,0.00,15.5,0,13,2017,18.7904,98.9847
2017-01-02,2,1,0.00,9.0,0,14,2017,18.7904,98.9847
2017-01-02,2,1,0.00,15.9,0,15,2017,18.7904,98.9847
2017-01-02,2,1,0.00,17.7,0,16,2017,18.7904,98.9847
2017-01-02,2,1,1.00,11.6,0,17,2017,18.7904,98.9847
2017-01-02,2,1,0.00,17.7,0,18,2017,18.7904,98.9847
2017-01-02,2,1,0.00,15.1,0,19,2017,18.7904,98.9847
2017-01-02,2,1,0.00,13.9,0,20,2017,18.7904,98.9847
2017-01-02,2,1,0.00,12.4,0,21,2017,18.7904,98.9847
2017-01-02,2,1,0.00,7.5,0,22,2017,18.7904,98.9847
2017-01-02,2,1,0.00,11.6,0,23,2017,18.7904,98.9847
2017-01-03,3,1,0.00,11.0,0,0,2017,18.7904,98.9847
2017-01-03,3,1,0.00,15.3,0,1,2017,18.7904,98.9847
2017-01-03,3,1,0.00,17.8,0,2,2017,18.7904,98.9847
2017-01-03,3,1,0.00,13.6,0,3,2017,18.7904,98.9847
2017-01-03,3,1,0.00,17.3,0,4,2017,18.7904,98.9847
2017-01-03,3,1,0.00,4.8,0,5,2017,18.7904,98.9847
2017-01-03,3,1,0.00,12.8,0,6,2017,18.7904,98.9847
2017-01-03,3,1,0.00,11.1,0,7,2017,18.7904,98.9847
2017-01-03,3,1,0.00,14.7,0,8,2017,18.7904,98.9847
2017-01-03,3,1,0.00,12.7,0,9,2017,18.7904,98.9847
2017-01-03,3,1,0.00,10.4,0,10,2017,18.7904,98.9847
2017-01-03,3,1,0.00,18.7,0,11,2017,18.7904,98.9847
2017-01-03,3,1,0.00,25.3,0,12,2017,18.7904,98.9847
2017-01-03,3,1,0.00,23.9,0,13,2017,18.7904,98.9847
2017-01-03,3,1,0.00,25.5,0,14,2017,18.7904,98.9847
2017-01-03,3,1,0.00,26.0,0,15,2017,18.7904,98.9847
2017-01-03,3,1,0.00,24.1,0,16,2017,18.7904,98.9847
2017-01-03,3,1,0.00,27.8,0,17,2017,18.7904,98.9847
2017-01-03,3,1,0.00,25.0,0,18,2017,18.7904,98.9847
2017-01-03,3,1,0.00,23.3,0,19,2017,18.7904,98.9847
2017-01-03,3,1,0.00,18.3,0,20,2017,18.7904,98.9847
